precinct_id,dis_id,voters_total,lat,lon,mun_id
65036,65,1489,42.395451716228706,42.41119280606493,65
65037,65,724,42.410770030080464,42.39581290971513,65
65038,65,822,42.48289530400123,42.318953183355134,65
65039,65,393,42.35499186940804,42.33053638414718,65
66001,66,1470,42.3192236656165,41.89089617519668,66
66002,66,1409,42.32493403631698,41.895103755674285,66
66003,66,1051,42.31633882379088,41.913785706884056,66
66004,66,1528,42.428618213288445,42.01849678695301,66
66005,66,1302,42.24685256441711,41.87913392706596,66
66006,66,642,42.34991984907123,41.935777262679736,66
66007,66,1003,42.34246197489161,41.872468510977534,66
66008,66,834,42.30065184470981,41.88202686627776,66
66009,66,499,42.30515853500629,41.97864516319027,66
66010,66,885,42.33529108858868,41.771494367617194,66
66011,66,1507,42.30898073631495,41.9457439135192,66
66012,66,577,42.181759002783984,41.72975474963229,66
66013,66,541,42.27473608655863,41.84488222308897,66
66014,66,391,42.22084905809711,41.87964852123509,66
66015,66,1340,42.390799668595946,41.97049588301694,66
66016,66,707,42.381210439718885,42.00770299080181,66
66017,66,341,42.37704698428944,42.03070825013435,66
66018,66,584,42.26899282634979,41.737734447396456,66
66019,66,1431,42.25817655187879,41.94345063908348,66
66020,66,746,42.29856992699169,41.9579389552051,66
66021,66,1078,42.22973709580735,41.7905136163831,66
66022,66,230,42.272951429028524,41.67080583321805,66
66023,66,937,42.26431644896059,41.80015188462953,66
66024,66,700,42.45985579538231,41.99045633606143,66
66025,66,1252,42.38467297642958,41.807138580001684,66
66026,66,1416,42.36238092156266,41.852365905271235,66
66027,66,1338,42.34174197699694,41.82405105141315,66
66028,66,1252,42.33381592541472,41.88826617893846,66
66029,66,834,42.346275336783464,41.853748821329646,66
66030,66,615,42.321920365229595,41.92565793215954,66
66031,66,470,42.179704785608266,41.76882790072831,66
66032,66,555,42.23612044786437,41.78013861977612,66
67001,67,893,42.50167383110757,41.87636853358243,67
67002,67,1246,42.50086183501545,41.861048017797515,67
67003,67,1357,42.48920994360334,41.872271918330746,67
67004,67,1452,42.504069123929156,41.868474462845974,67
67005,67,1060,42.49803435955863,41.86863056866243,67
67006,67,1196,42.51797494369851,41.82721497988331,67
67007,67,983,42.52320833018936,41.83379738241753,67
67008,67,1381,42.52414945867911,41.860107835213256,67
67009,67,1407,42.526373264561016,41.87898988234764,67
67010,67,11197,42.522569113721346,41.88625440896953,67
67011,67,1371,42.51511385680096,41.886218794834406,67
67012,67,1464,42.51196313201011,41.888000080105314,67
67013,67,1328,42.509305680656745,41.8890425480255,67
67014,67,1121,42.50606999766486,41.8909442664046,67
67015,67,1449,42.499375966771794,41.885187024019054,67
67016,67,1506,42.506017370912964,41.88171518467579,67
67017,67,1275,42.51385670209971,41.876875241141434,67
67018,67,1401,42.515715501660644,41.87090258434993,67
67019,67,1372,42.500833077111345,41.85306122839698,67
67020,67,1461,42.50696779014965,41.86025076725334,67
67021,67,1111,42.503089772177596,41.85153926344916,67
67022,67,1160,42.50492949610169,41.843692930473246,67
67023,67,1317,42.50851959600847,41.84409248987204,67
